"id","name","lastBackup","url"
mkbenari,"מיכאל בן ארי",2014-06-18T16:01:59Z,mkbenari
HalsburySchoolTravel,"Halsbury Travel",2014-06-18T16:01:59Z,HalsburySchoolTravel
Samuel-P-Huntington,"Samuel P. Huntington",2014-06-18T16:01:59Z,Samuel-P-Huntington
RosieMalekYonanPage,"Rosie Malek-Yonan",2014-06-18T16:01:59Z,RosieMalekYonanPage
martinkramer.page,"Martin Kramer",2014-06-18T16:01:59Z,martinkramer.page
FreedomHouseDC,"Freedom House",2014-06-18T16:01:59Z,FreedomHouseDC
The-Middle-East-Media-Research-Institute-MEMRI,"The Middle East Media Research Institute (MEMRI)",2014-06-18T16:01:59Z,The-Middle-East-Media-Research-Institute-MEMRI
1Army.Conquerors,"جيش الفاتحين في أرض الشام",2014-06-18T16:01:59Z,1Army.Conquerors
%D8%A7%D9%84%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9-%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A6%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%80%D9%80%D9%80%D9%83%D9%80%D9%80%D9%80%D9%88%D8%A8%D9%80%D9%80%D9%80%D8%B1%D8%A7,"الهيئة الشرعية القضائية في المنطقة الشرقية - الـــكـــوبـــرا",2014-06-18T16:01:59Z,%D8%A7%D9%84%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9-%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A6%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%80%D9%80%D9%80%D9%83%D9%80%D9%80%D9%80%D9%88%D8%A8%D9%80%D9%80%D9%80%D8%B1%D8%A7
sadaalshamislamic2,"صدى الشام الإسلامي",2014-06-18T16:01:59Z,sadaalshamislamic2
S.L.Freedom,"محامو سورية من أجل الحرية  Syrian Lawyers for Freedom",2014-06-18T16:01:59Z,S.L.Freedom
%D8%AA%D9%86%D8%B3%D9%8A%D9%82%D9%8A%D8%A7%D8%AA-%D8%A3%D8%AD%D9%8A%D8%A7%D8%A1-%D8%AF%D9%85%D8%B4%D9%82,"تنسيقيات أحياء دمشق",2014-06-18T16:01:59Z,%D8%AA%D9%86%D8%B3%D9%8A%D9%82%D9%8A%D8%A7%D8%AA-%D8%A3%D8%AD%D9%8A%D8%A7%D8%A1-%D8%AF%D9%85%D8%B4%D9%82
%D9%82%D8%A7%D9%85%D8%B4%D9%84%D9%88-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-Qamishlo-live,"قامشلو مباشر-Qamishlo live",2014-06-18T16:01:59Z,%D9%82%D8%A7%D9%85%D8%B4%D9%84%D9%88-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-Qamishlo-live
alasalahaltanmia.front,"جبهة الأصالة والتنمية",2014-06-18T16:01:59Z,alasalahaltanmia.front
rgal.slman.farse,"رجال سلمان الفارسي ص الموحدين دروز",2014-06-18T16:01:59Z,rgal.slman.farse
Islamic-Electronic-Army-IEA-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D9%8A,"Islamic Electronic Army IEA - الجيش الالكتروني الاسلامي",2014-06-18T16:01:59Z,Islamic-Electronic-Army-IEA-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D9%8A
Abnaa.aljesr,"أبناء جسرالشغور",2014-06-18T16:01:59Z,Abnaa.aljesr
%D8%A7%D9%84%D8%B1%D9%82%D8%A9-%D8%AF%D8%A7%D8%B1%D9%86%D8%A7,"الرقة دارنا",2014-06-18T16:01:59Z,%D8%A7%D9%84%D8%B1%D9%82%D8%A9-%D8%AF%D8%A7%D8%B1%D9%86%D8%A7
raqqqqa,"شبكة اخبار الرقة RNN",2014-06-18T16:01:59Z,raqqqqa
%D8%AB%D9%88%D8%A7%D8%B1-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82,"ثوار السادة المشاهده في  العراق",2014-06-18T16:01:59Z,%D8%AB%D9%88%D8%A7%D8%B1-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82
Altarmyh,"الطارميه",2014-06-18T16:01:59Z,Altarmyh
ta7rer.alforat1,"جبهة تحرير الفرات الإسلامية - الصفحة الاحتياطية",2014-06-18T16:01:59Z,ta7rer.alforat1
news.center.abukamal.event,"البوكمال الحدث",2014-06-18T16:01:59Z,news.center.abukamal.event
Syria4alasad,"شبكة منقول الاخبارية | M.N.N",2014-06-18T16:01:59Z,Syria4alasad
muslimworld2013,"أخبار العالم الإسلامي",2014-06-18T16:01:59Z,muslimworld2013
gmcir6,"General military council of iraqi revolutionaries",2014-06-18T16:01:59Z,gmcir6
alfatehoun,"الفاتحون من أرض الشام",2014-06-18T16:01:59Z,alfatehoun
%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%B4%D8%A7%D9%85,"جيش الشام",2014-06-18T16:01:59Z,%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%B4%D8%A7%D9%85
jabalsomak,"جبل السماق في قلوبنا",2014-06-18T16:01:59Z,jabalsomak
Nineveh.Iraq,"Nineveh - نينوى",2014-06-18T16:01:59Z,Nineveh.Iraq
EPM.Iq.Sy,"ثوار العراق",2014-06-18T16:01:59Z,EPM.Iq.Sy
hussain.gazi,"الشيخ حسين غازي السامرائي",2014-06-18T16:01:59Z,hussain.gazi
iraq.omar,"عراق الفاروق",2014-06-18T16:01:59Z,iraq.omar
alqaimsity,"القائم مدينتي",2014-06-18T16:01:59Z,alqaimsity
Moiamel1Lai2,"لواء المؤمل لحماية المقدسات في سوريا والعراق",2014-06-18T16:01:59Z,Moiamel1Lai2
%D8%B3%D8%B1%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85-%D9%84%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%82%D8%AF-%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D8%A9,"سرايا السلام لحماية المراقد المقدسة",2014-06-18T16:01:59Z,%D8%B3%D8%B1%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85-%D9%84%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%82%D8%AF-%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D8%A9
%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%D8%A9-%D8%B2%D9%8A%D9%86%D8%A8-%D8%B9,"السيدة زينب ع",2014-06-18T16:01:59Z,%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%D8%A9-%D8%B2%D9%8A%D9%86%D8%A8-%D8%B9
%D8%B5%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%B9%D9%8A%D9%88%D9%86-%D8%A7%D9%84%D9%85%D8%BA%D8%A7%D8%B1%D8%A8%D8%A9,"صفحة الشيوعيون المغاربة",2014-06-18T16:01:59Z,%D8%B5%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%B9%D9%8A%D9%88%D9%86-%D8%A7%D9%84%D9%85%D8%BA%D8%A7%D8%B1%D8%A8%D8%A9
%D8%B4%D8%A8%D9%83%D8%A9-%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%B1%D9%8A%D9%81-%D8%A7%D9%84%D8%A7%D8%B0%D9%82%D9%8A%D8%A9,"شبكة أخبار ريف الاذقية",2014-06-18T16:01:59Z,%D8%B4%D8%A8%D9%83%D8%A9-%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%B1%D9%8A%D9%81-%D8%A7%D9%84%D8%A7%D8%B0%D9%82%D9%8A%D8%A9
%D9%88%D9%83%D8%A7%D9%84%D8%A9-%D9%83%D9%88%D8%B1%D8%AF%D8%B3%D8%AA%D8%A7%D9%86-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1%D9%8A%D8%A9,"وكالة كوردستان الاخبارية",2014-06-18T16:01:59Z,%D9%88%D9%83%D8%A7%D9%84%D8%A9-%D9%83%D9%88%D8%B1%D8%AF%D8%B3%D8%AA%D8%A7%D9%86-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1%D9%8A%D8%A9
The.mosul.now,"الموصل الان",2014-06-18T16:01:59Z,The.mosul.now
Networknewsaafifth,"شبكة الشحيل الإخبارية",2014-06-18T16:01:59Z,Networknewsaafifth
Sharia4belgium,"Sharia4belgium",2014-06-18T16:01:59Z,Sharia4belgium
druzefg,"تجمع العائلات الدرزية",2014-06-18T16:01:59Z,druzefg
Yaumiat.Mosulia,"يوميات موصلية",2014-06-18T16:01:59Z,Yaumiat.Mosulia
Fnraaa,"يوميات الموصل",2014-06-18T16:01:59Z,Fnraaa
qal3att2013,"المكتب الاعلامي لتجمع القلعة",2014-06-18T16:01:59Z,qal3att2013
%D8%B4%D9%85%D9%88%D8%AE-%D8%AA%D9%83%D8%B1%D9%8A%D8%AA,"شموخ تكريت",2014-06-18T16:01:59Z,%D8%B4%D9%85%D9%88%D8%AE-%D8%AA%D9%83%D8%B1%D9%8A%D8%AA
minsk00,"روسيا البيضاء بـــــــالعربي",2014-06-18T16:01:59Z,minsk00
Tikrit.expensive,"تكريت الغاليه",2014-06-18T16:01:59Z,Tikrit.expensive
Beloved.Tikrit,"تكريت الحبيبة",2014-06-18T16:01:59Z,Beloved.Tikrit
%D8%AA%D9%83%D8%B1%D9%8A%D8%AA-%D9%85%D8%B5%D9%86%D8%B9-%D8%A7%D9%84%D8%A7%D8%A8%D8%B7%D8%A7%D9%84,"تكريت مصنع الابطال",2014-06-18T16:01:59Z,%D8%AA%D9%83%D8%B1%D9%8A%D8%AA-%D9%85%D8%B5%D9%86%D8%B9-%D8%A7%D9%84%D8%A7%D8%A8%D8%B7%D8%A7%D9%84
%D8%AC%D9%8A%D8%B4-%D8%B9%D8%B4%D8%A7%D8%A6%D8%B1-%D8%B3%D8%A7%D9%85%D8%B1%D8%A7%D8%A1,"جيش عشائر سامراء",2014-06-18T16:01:59Z,%D8%AC%D9%8A%D8%B4-%D8%B9%D8%B4%D8%A7%D8%A6%D8%B1-%D8%B3%D8%A7%D9%85%D8%B1%D8%A7%D8%A1
Revo.Mosul1,"ثورة الموصل الكبرى",2014-06-18T16:01:59Z,Revo.Mosul1
Majles.Alshurra,"مجلس شورى المجاهديـن",2014-06-18T16:01:59Z,Majles.Alshurra
%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%B4%D9%80%D8%A7%D9%85,"جيش الشـام",2014-06-18T16:01:59Z,%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%B4%D9%80%D8%A7%D9%85
Falluja.Liberation,"الفلوجة شرارة المقاومة وعنوان التحرير",2014-06-18T16:01:59Z,Falluja.Liberation
%D8%BA%D9%80%D9%80%D9%80%D9%80%D9%80%D9%80%D9%80%D8%B1%D8%A8-%D9%83%D9%88%D8%B1%D8%AF%D8%B3%D9%80%D9%80%D9%80%D9%80%D9%80%D8%AA%D8%A7%D9%86-roj-ava-%C3%AA-kurdistan%C3%AA,"غـــــــرب كوردســـــتان   roj ava ê kurdistanê",2014-06-18T16:01:59Z,%D8%BA%D9%80%D9%80%D9%80%D9%80%D9%80%D9%80%D9%80%D8%B1%D8%A8-%D9%83%D9%88%D8%B1%D8%AF%D8%B3%D9%80%D9%80%D9%80%D9%80%D9%80%D8%AA%D8%A7%D9%86-roj-ava-%C3%AA-kurdistan%C3%AA
%D9%85%D9%86%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AD%D9%82,"منارة الحق",2014-06-18T16:01:59Z,%D9%85%D9%86%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AD%D9%82
%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D8%A7%D9%85%D9%87-%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%D9%8A,"ابو اسامه الانصاري",2014-06-18T16:01:59Z,%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D8%A7%D9%85%D9%87-%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%D9%8A
majlis.syasi,"المجلس السياسي العام لثوار العراق",2014-06-18T16:01:59Z,majlis.syasi
S.L.Forum,"منتدى السويداء الأدبي - Sweida Literary Forum",2014-06-18T16:01:59Z,S.L.Forum
a7rar.qarah3,"احرار مدينة قارة - احفاد الظاهر بيبرس 3",2014-06-18T16:01:59Z,a7rar.qarah3
%D9%81%D9%8A%D9%84%D9%82-%D8%A7%D9%87%D9%84-%D8%A7%D9%84%D8%B3%D9%86%D8%A9-%D8%B9%D8%A7%D8%AF-%D8%A8%D9%82%D9%88%D8%A9,"فيلق اهل السنة عاد بقوة",2014-06-18T16:01:59Z,%D9%81%D9%8A%D9%84%D9%82-%D8%A7%D9%87%D9%84-%D8%A7%D9%84%D8%B3%D9%86%D8%A9-%D8%B9%D8%A7%D8%AF-%D8%A8%D9%82%D9%88%D8%A9
%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A-%D9%84%D8%AB%D9%88%D8%A7%D8%B1-%D8%A7%D8%A8%D9%88%D8%BA%D8%B1%D9%8A%D8%A8,"المجلس العسكري لثوار ابوغريب",2014-06-18T16:01:59Z,%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A-%D9%84%D8%AB%D9%88%D8%A7%D8%B1-%D8%A7%D8%A8%D9%88%D8%BA%D8%B1%D9%8A%D8%A8
%D8%B5%D9%88%D8%B1-%D9%82%D8%A7%D9%85%D8%B4%D9%84%D9%88,"صور قامشلو",2014-06-18T16:01:59Z,%D8%B5%D9%88%D8%B1-%D9%82%D8%A7%D9%85%D8%B4%D9%84%D9%88
%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D9%82%D8%A7%D9%85%D8%B4%D9%84%D9%88-%D9%84%D8%AD%D8%B8%D8%A9-%D8%A8%D9%84%D8%AD%D8%B8%D8%A9,"اخبار قامشلو لحظة بلحظة",2014-06-18T16:01:59Z,%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D9%82%D8%A7%D9%85%D8%B4%D9%84%D9%88-%D9%84%D8%AD%D8%B8%D8%A9-%D8%A8%D9%84%D8%AD%D8%B8%D8%A9
%D9%81%D8%AF%D8%A7%D8%A6%D9%8A-%D8%AC%D8%A8%D9%87%D8%A9-%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%A7%D8%B0-%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9,"فدائي جبهة الانقاذ الثورية الاسلامية",2014-06-18T16:01:59Z,%D9%81%D8%AF%D8%A7%D8%A6%D9%8A-%D8%AC%D8%A8%D9%87%D8%A9-%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%A7%D8%B0-%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9
%D8%B5%D9%88%D8%B1-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A7%D9%84%D8%A8%D9%88%D9%83%D9%85%D8%A7%D9%84,"صور شهداء البوكمال",2014-06-18T16:01:59Z,%D8%B5%D9%88%D8%B1-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A7%D9%84%D8%A8%D9%88%D9%83%D9%85%D8%A7%D9%84
%D8%A8%D9%86%D9%8A-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D8%AC%D8%A8%D9%84-%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%82,"بني معروف جبل السماق",2014-06-18T16:01:59Z,%D8%A8%D9%86%D9%8A-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D8%AC%D8%A8%D9%84-%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%82
%D9%81%D8%B6%D8%A7%D8%A6%D8%AD-%D9%82%D8%A7%D8%AF%D8%A7%D8%AA-%D9%88%D9%85%D8%B4%D8%A7%D9%8A%D8%AE-%D8%A7%D9%84%D9%88%D8%B9%D8%B1-%D9%88%D8%AD%D9%85%D8%B5,"فضائح قادات ومشايخ الوعر وحمص",2014-06-18T16:01:59Z,%D9%81%D8%B6%D8%A7%D8%A6%D8%AD-%D9%82%D8%A7%D8%AF%D8%A7%D8%AA-%D9%88%D9%85%D8%B4%D8%A7%D9%8A%D8%AE-%D8%A7%D9%84%D9%88%D8%B9%D8%B1-%D9%88%D8%AD%D9%85%D8%B5
300alhsab,"عملية تصفية الحساب",2014-06-18T16:01:59Z,300alhsab
hamed07801,"وحوش الجيش العلوي الاكتروني",2014-06-18T16:01:59Z,hamed07801
ManbejTodayy,"منبج اليوم Manbej Today",2014-06-18T16:01:59Z,ManbejTodayy
iraqiohali,"لواء الامام علي في سامراء",2014-06-18T16:01:59Z,iraqiohali
%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%84%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9,"الاستخبارات العسكرية لوزارة الدفاع",2014-06-18T16:01:59Z,%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%84%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9
%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%83%D9%88%D8%B1%D8%AF%D8%B3%D9%80-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9%D9%80%D9%80%D8%AA%D8%A7%D9%86,"أخبار كوردسـ العامةــتان",2014-06-18T16:01:59Z,%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%83%D9%88%D8%B1%D8%AF%D8%B3%D9%80-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9%D9%80%D9%80%D8%AA%D8%A7%D9%86
haydar.allami.iraq,"انا مع الجيش العراقي",2014-06-18T16:01:59Z,haydar.allami.iraq
%D8%A7%D9%84%D8%B4%D9%87%D9%8A%D8%AF-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%87%D8%AF-%D9%83%D8%B1%D8%A7%D8%B1-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%A7%D9%85%D9%8A%D8%B1-%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D8%AF,"الشهيد المجاهد كرار عبد الامير ابو اسد",2014-06-18T16:01:59Z,%D8%A7%D9%84%D8%B4%D9%87%D9%8A%D8%AF-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%87%D8%AF-%D9%83%D8%B1%D8%A7%D8%B1-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%A7%D9%85%D9%8A%D8%B1-%D8%A7%D8%A8%D9%88-%D8%A7%D8%B3%D8%AF
%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89-%D8%B6%D8%AF-%D8%A7%D9%84%D8%B8%D9%84%D9%85-%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D8%AF,"الثوره الكبرى ضد الظلم والاستبداد",2014-06-18T16:01:59Z,%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89-%D8%B6%D8%AF-%D8%A7%D9%84%D8%B8%D9%84%D9%85-%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D8%AF
colonel.Osama.mohsen,"محبي الشهيد البطل العقيد أسامة محسن محسن",2014-06-18T16:01:59Z,colonel.Osama.mohsen
%D8%B7%D8%B1%D8%AF-%D8%AF%D8%A7%D8%B9%D8%B4-%D9%85%D9%86-%D8%A8%D9%84%D8%A7%D8%AF-%D8%A7%D9%84%D8%B4%D8%A7%D9%85,"طرد داعش من بلاد الشام",2014-06-18T16:01:59Z,%D8%B7%D8%B1%D8%AF-%D8%AF%D8%A7%D8%B9%D8%B4-%D9%85%D9%86-%D8%A8%D9%84%D8%A7%D8%AF-%D8%A7%D9%84%D8%B4%D8%A7%D9%85
%D8%A8%D9%86%D9%8A-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D8%AF%D8%B1%D8%B9-%D8%AC%D8%A8%D9%84-%D8%A7%D9%84%D8%B4%D9%8A%D8%AE,"بني معروف .درع جبل الشيخ",2014-06-18T16:01:59Z,%D8%A8%D9%86%D9%8A-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D8%AF%D8%B1%D8%B9-%D8%AC%D8%A8%D9%84-%D8%A7%D9%84%D8%B4%D9%8A%D8%AE
SWAIDA.live,"أخبار السويداء مباشر",2014-06-18T16:01:59Z,SWAIDA.live
%D8%A8%D9%86%D9%8A-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D9%84%D8%A8,"بني معروف في القلب",2014-06-18T16:01:59Z,%D8%A8%D9%86%D9%8A-%D9%85%D8%B9%D8%B1%D9%88%D9%81-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D9%84%D8%A8
%D9%83%D8%AA%D8%A7%D8%A6%D8%A8-%D8%A7%D9%84%D8%A5%D9%8A%D9%85%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D9%82%D8%A7%D8%AA%D9%84%D8%A9,"كتائب الإيمان المقاتلة",2014-06-18T16:01:59Z,%D9%83%D8%AA%D8%A7%D8%A6%D8%A8-%D8%A7%D9%84%D8%A5%D9%8A%D9%85%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D9%82%D8%A7%D8%AA%D9%84%D8%A9
